Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_003441975.1,,"Billings,M., Bovender,A., Brown,J., Buchanan,C., Burns,J., Cash,A., Curtis,S., Johnson,C., Jones,C., Kelnhofer,D., Killilee,J., Moore,A., Norton,M., Rood,D., Salvo,H., Weatherman,E., Winchel,S., Wood,S., Eckardt,M.A., Gainey,M.D., Wallen,J.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:56:51.687Z,,Mycobacterium phage Crispicous1,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Waynesville, NC",USA,NC,Mycolicibacterium smegmatis MC2 155,,2016-09-01,,ASM344197v1
GCF_002997515.1,,"Chandler,S., Shaffer,C.D., Weston-Hafer,K.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:56:43.143Z,,Mycobacterium phage Corvo,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: St. Louis, MO",USA,MO,Mycolicibacterium smegmatis MC2 155,,2012-10-01,,ASM299751v1
GCF_003182805.1,,"Colquhoun,J.M., Fisher,J.M., Kenna,M.A., Mageeney,C.M., Marzillier,J.Y., Swartz,E.W., Timmel,A.E., Vecchio,A.C., Ware,V.C., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:56:34.553Z,,Mycobacterium phage ConceptII,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Bethlehem, PA",USA,PA,Mycolicibacterium smegmatis MC2 155,,2009-10-01,,ASM318280v1
GCF_003868225.1,,"DePoe,N., Finley,K.R., Holmlund,K.L., Houle,S.P., Andrea,P., Nicolas,P.T., Rutledge,E.A., Shipley,L.P., Trahan,G.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:56:25.443Z,,Mycobacterium phage Bones,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Polson, MT",USA,MT,Mycolicibacterium smegmatis MC2 155,,2017-10-01,,ASM386822v1
GCF_002997475.1,,"Huang,G.J., Lin,T., Shaffer,C.D., Weston-Hafer,K.A., Russell,D.A., Pope,W.H., Betsko,A.J., Stoner,T.H., Garlena,R.A., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:56:16.700Z,,Mycobacterium phage Bob3,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: St. Louis, MO",USA,MO,Mycolicibacterium smegmatis MC2 155,,2009-10-01,,ASM299747v1
GCF_002617505.1,,"Huang,J., Jiang,Y., Mittal,P., Yasin,A.S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:56:08.017Z,,Mycobacterium phage Blue,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Pittsburgh, PA",USA,PA,Mycolicibacterium smegmatis MC2 155,,2015-09-01,,ASM261750v1
GCF_003004835.1,,"Uchiyama,J., Matsuzaki,S.",2021-01-22T15:55:59.383Z,,Mycobacterium phage BK1,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,,,,Mycobacterium,,,,ASM300483v1
GCF_002611745.1,,"Day,A.K., Gergits,F.W., Reames,C.J., Tran,K.E., Wu,J., Whitefleet-Smith,J.L., Vargas-Blanco,D.A., Page,S.T., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-01-22T15:55:50.117Z,,Mycobacterium phage Bircsak,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Worcester, MA",USA,MA,Mycolicibacterium smegmatis MC2 155,,2015-10-01,,ASM261174v1
GCF_003868265.1,,"Rost,B., Sparks,H.E., Pedulla,M.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:55:41.823Z,,Mycobacterium phage BigPaolini,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Butte, MT",USA,MN,Mycolicibacterium smegmatis MC2 155,,2017-10-01,,ASM386826v1
GCF_007311175.1,,"Omolade,E.I., Akinyemi,O.P., Razaaq,K.T., Ogunfile,T.O., Omolere,B.M., Saliu,M.O., Aderolu,H.A., Ekpunobi,N.I., Bamisaye,S.D., Odunsi,A., Nsa,I.Y., Egwuatu,T.O.G., Oyetibo,G.O., Ilori,M.O., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:55:33.503Z,,Mycobacterium phage Big3,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Richmond, VA",USA,VA,Mycolicibacterium smegmatis MC2 155,,2016-11-29,,ASM731117v1
GCF_009673465.1,,"Shemon,C., Diep,C.Q., Luciano,C., Bharathan,S., Bharathan,N., Lee,J., Mikeasky,N., Shiber,S., Michalides,B., Kepple,H., Murphy,K., Vought,B., Adair,R., Andrews,A., Bond,R., Brackett,M., Brewer,C., Brown,H., Buchanan,J., Caplan,A., Capron,D., Caretti,R., Carlins,T., Claypoole,N., Cole,L., Cummings,K., Del,M.J., Devito,A., Doyle,A., Dunmire,K., Durkin,K., Endres,K., Fantone,J., Fofana,A., Gaborek,J., Gartei,K., Gift,J., Grierson,S., Haley,C., Hanahan,B., Hartman,E., Hilliard,D., Hoover,L., Jin,Q., Johnson,M., Joseph,J., Kester,M., King,J., King,S., Kleckner,T., Kundla,W., Lamantia,C., Le,T., Leverette,S., Lichtenwalner,R., Lubarsky,B., Lynn-Massar,M., Mangat,S., Martin,D., Martinez,A., McCrystal,M., McLendon,N., Miller,E., Morris,C., Mundashi,S., Payne,D., Pennington,J., Pepper,Z., Rashid,R., Robertson,N., Roman,A., Schaffer,B., Shaughnessy,B., Shields,J., Smith,A., Smith,T., Somogyi,A., Stewart,A., Vansach,A., Victoria,G., Waterhouse,S., Weaver,A., Wilt,J., Wolfe,C., Wu,T., Zhou,B., Zollinger,J., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:55:24.033Z,,Mycobacterium phage BaconJack,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Shelocta, PA",USA,PA,Mycolicibacterium smegmatis,,2017-10-01,,ASM967346v1
GCF_009860155.1,,"Riley,H.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:55:15.487Z,,Mycobacterium phage Atkinbua,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Orem, UT",USA,UT,Mycolicibacterium smegmatis MC2 155,,2010-10-01,,ASM986015v1
GCF_003366495.1,,"Stewart,B.M., Adams,M.N., Fuentes,M.D., Hanson,L.R., Sandoval,E., Trautman,C.W., Willis,B.D., Edwards,J.C., Meik,J.M., Edwards,D.C., Molloy,S.D., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:55:05.450Z,,Mycobacterium phage Arlo,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Bluffdale, TX",USA,TX,Mycolicibacterium smegmatis,,2017-10-01,,ASM336649v1
GCF_007998535.1,,"Lutsky,J., Giammarino,A., Rainey,S., Rodriguez,A., Van Horne,J., Ricevuto,S., Deheimer,B., Kirchner,M., Brey,C.W., Whitefleet-Smith,J.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:54:56.047Z,,Mycobacterium phage Anglerfish,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: South Portland, ME",USA,ME,Mycolicibacterium smegmatis MC2 155,,2011-09-01,,ASM799853v1
GCF_007647595.1,,"Lakkis,Y.M., Chavez,J., Crippen,R.N., Dibian,Z.M., FitzPatrick,M.A., Ghalehei,M., Kumar,S., Lee,A., Lipman,R.M., Quach,G.Y., Sazzad,T., Shen,W., Singhal,R., Teon,M.P., Tran,L., Yu,A., Lund,A., Ngo,R., Freise,A., Reddi,K., Moberg-Parker,J., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:54:47.480Z,,Mycobacterium phage Ajay,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Eastvale, CA",USA,CA,Mycolicibacterium smegmatis MC2 155,,2018-04-08,,ASM764759v1
GCF_004147525.1,,"Alm,M., Atherton,K., Bell,S., Besich,D., Binti,S., Bosler,J., Canida,L., Carpenter,K., Chang,C., Chen,Y., Conrad,A., Cooper,L., Cushing,H., Fields,N., Fitzgerald,K., Grover,M., Harrell,D., Hegwood,M., Hoban,D., Horn,B., House,R., Jankowski,L., Jeon,J., Kerstiens,E., Kikla,A., Kilhoffer,S., Krampen,J., Krug,D., Lantz,T., Leazer,E., Markowicz,R., Martin,E., Mcanulty,B., Mcginness,S., Muskat,M., Novak,L., Palm,E., Paul,E., Primer,L., Rawson,E., Reyes,B., Richards,C., Rodibaugh,M., Roleck,C., Rosen,J., Roush,M., Sears,T., Shao,A., Shoaf,T., Smith,A., Smith,G., Trende,R., Whitt,F., Zhang,H., Fontana,A., Seleznev,I., Li,Y., Clase,K.L., Klyczek,K., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Garlena,R.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-01-22T15:54:38.747Z,,Mycobacterium phage AFIS,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: West Lafayette, IN",USA,IN,Mycobacterium,,2014-10-01,,ASM414752v1
GCF_003441875.1,,"Stevens,A., Cafferty,E., Campbell,K., Edwards,M., Hastings,A., Hodge,J., Mason,A., McDaniel,T., McDonough,M., Stephens,K., Eckardt,M.A., Gainey,M.D., Wallen,J.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:54:30.253Z,,Mycobacterium phage Adahisdi,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Cullowhee, NC",USA,NC,Mycolicibacterium smegmatis MC2 155,,2015-09-01,,ASM344187v1
GCF_002958935.1,,"Cook,A., Dagher,A., Fontaine,A., Leng,S., Lewia,M., Lewis,C., Quimby,M., Roberts,E., Hutchison,K.W., Molloy,S.D., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-01-22T15:54:21.420Z,,Mycobacterium phage Acme,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Orono, ME",USA,ME,Mycolicibacterium smegmatis,,2015-09-05,,ASM295893v1
GCF_002997765.1,,"Morgan,A., Williamson,D., Brooks,C., Dalia,W., Edgington,N.P., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-01-22T15:54:12.103Z,,Mycobacterium phage Scowl,Fromanvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Hamden, CT",USA,CT,Mycolicibacterium smegmatis MC2 155,,2011-10-01,,ASM299776v1
GCF_003182865.1,,"Blumer,L.S., Peister,A., Ashby,L.E., Bailey,J.T., Douglas,N.T., Edwards,J.M., Farrar,A.M., Ford,C., Frazier,A., Freeman,K.M., Hawkins,D.A., Hoover,D., Jones,M.S., Magruder,T., Phipps,S.A., Ridley,T.A., Scott,S.M., Singleton,G., Smith,C.P., White,Q.C., Wright,J.K., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:04:27.040Z,,Mycobacterium phage Xavia,,Siphoviridae,dsDNA,RefSeq,,,,"USA: Atlanta, GA",USA,GA,Mycolicibacterium smegmatis MC2 155,,2017-09-13,,ASM318286v1
GCF_007051325.1,,"English,H.B., Hanline,L.C., Salsman,M.A., Wilgus,G.V., Purks,T., Korey,C.A., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:04:04.660Z,,Mycobacterium phage Purky,,Siphoviridae,dsDNA,RefSeq,,,,USA: Washington DC,USA,DC,Mycolicibacterium smegmatis,,2013-10-01,,ASM705132v1
GCF_008939205.1,,"Riley,H.L., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:03:47.097Z,,Mycobacterium phage ThulaThula,,Siphoviridae,dsDNA,RefSeq,,,,South Africa: Empangeni,South Africa,,Mycolicibacterium smegmatis MC2 155,,2018-07-10,,ASM893920v1
GCF_002628725.1,,"Hlophe,Z., Ntuli,M.Z., Moopanar,K., Mzimela,N.C., Maloney,S.E.K., Ndwandwe,T., Van,P.C., Maharaj,S., Gounden,S., Munsamy,V., Guerrero Bustamante,C.A., Pope,W.H., Russell,D.A., Garlena,R.A., Larsen,M.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:03:31.517Z,,Mycobacterium phage Majeke,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,South Africa: Durban,South Africa,,Mycolicibacterium smegmatis MC2 155,,2015-07-01,,ASM262872v1
GCF_002744315.1,,"Blow,M.A., DeLestry,D.J., Iteghete,S.O., Reese,M., Reiffer,A.E., Ribich,A.F., Westholm,D.E., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T11:03:12.780Z,,Mycobacterium phage Arib1,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Duluth, MN",USA,MN,Mycolicibacterium smegmatis MC2 155,,2016-09-13,,ASM274431v1
GCF_005145525.1,,"Washington,J.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:02:54.473Z,,Mycobacterium phage FirstPlacePfu,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Lincoln University, PA",USA,PA,Mycolicibacterium smegmatis,,2014-10-01,,ASM514552v1
GCF_002626725.1,,"Lastname,F.X., Crosby,A.J., Fallert,M.J., Grams,T.R., Krenzke,L.R., Steffen,A.M., Wenta,M.D., Young,C.F., Stauffer,R., Byrnes,D., Tobiason,D.M., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:02:34.717Z,,Mycobacterium phage Bartholomew,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Kenosha, WI",USA,WI,Mycolicibacterium smegmatis MC2 155,,2014-10-01,,ASM262672v1
GCF_006384415.1,,"Heeg,E.Y., Carlson,K., Furlong,L., Noordewier,B., Tolsma,S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:02:19.370Z,,Mycobacterium phage Phineas,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Holland, MI",USA,MI,Mycolicibacterium smegmatis MC2 155,,2011-08-01,,ASM638441v1
GCF_002625925.1,,"Doyle,E.L., Baker,A.C., Carlstedt,H., Hurd,A., Iwata,N., Kepler,C.R., Lewis,J., Luekens,K., McEntee,C., Prochaska,J., Snyder,K., Ulrich,K., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:01:58.543Z,,Mycobacterium phage Ksquared,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Crete, NE",USA,NE,Mycolicibacterium smegmatis MC2 155,,2016-10-01,,ASM262592v1
GCF_004520815.1,,"Dunn,K., Gucwa,M., Mullan,M., Nykyforuk,J., Lewer,O.J., Tobiason,D.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:01:41.590Z,,Mycobacterium phage GreaseLightnin,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Kenosha, WI",USA,WI,Mycolicibacterium smegmatis MC2 155,,2013-08-01,,ASM452081v1
GCF_013387935.1,SRR11928954,"Abdela,F., Strong,C., Regner,K., Tsourkas,P.K., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:01:21.780Z,,Mycobacterium phage Jung,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Las Vegas, NV",USA,NV,Mycolicibacterium smegmatis,,2019-09-03,SAMN15095402,ASM1338793v1
GCF_009686225.1,,"Athavale,M., Cook,T., Haberman,A.G., Ponder,J.K., Guild,N.A., Fillman,C.L., Kistler,A.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:01:05.737Z,,Mycobacterium phage Atcoo,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Parker, CO",USA,CO,Mycolicibacterium smegmatis MC2 155,,2017-10-01,,ASM968622v1
GCF_009859735.1,,"Frederick,G.D., Baliraine,F.N., Gutierrez,K.S., Hester,M.E., Zimmermann,T.R., Claterbaugh,H.B., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:00:47.987Z,,Mycobacterium phage Megiddo,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Longview, TX",USA,TX,Mycolicibacterium smegmatis MC2 155,,2018-10-04,,ASM985973v1
GCF_011756675.1,,"Frederick,G.D., Baliraine,F.N., Mccormick,C.R., Molidor,A.C., Parrish,A.W., Williams,K., Moonsammy,C., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T11:00:26.767Z,,Mycobacterium phage Willsammy,Fishburnevirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Longview, TX",USA,TX,Mycolicibacterium smegmatis MC2 155,,2016-09-30,,ASM1175667v1
GCF_002997615.1,,"Yee,B., Bell,B., Donohue,J.-P., Ares,M. Jr., Hartzog,G.A., Dargyte,M., DeMattos,M., Divekar,N., Farooq,S., Hardison,E., Peracchi,L., Phillips,A., Sennef,S., Fridland,S., Valenzuela-Sanchez,M., Stoner,T.H., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:49:31.083Z,,Mycobacterium phage Mendokysei,Bernalvirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Santa Cruz, CA",USA,CA,Mycolicibacterium smegmatis MC2 155,,2008-10-01,,ASM299761v1
GCF_002958445.1,,"Gatt,S.M., Isern,S., Jenkins,M., Tan,A.L., Michael,S.F., Moore,R.E., Ware,V.C., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:49:12.560Z,,Mycobacterium phage Rem711,Trigintaduovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: St. Petersburg, FL Pinellas",USA,FL,Mycolicibacterium smegmatis MC2 155,,2013-09-01,,ASM295844v1
GCF_002604605.1,,"Kramer,Z.J., Fasoranti,T.O., Abrahim,M.R., Adkins,N.L., Burke,K.A., Churilla,B.M., Cohen,K.L., Colicchio,M.A., Genkil,J.S., Prout,A.K., Schafer,C.E., Schwarz,A.G., Tish,M., Vispute,N., Wilkes,K.E., Williams,C.R., Xiao,X., Yoder,B.A., Yu,V.J., Lapin,J.S., Ott,C.T., Walburn,T.D., Bradley,K.W., Clarke,D.Q., Lewis,M.F., Barker,L.P., Bailey,C., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:41:38.293Z,,Mycobacterium phage Zapner,Avanivirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Pittsburgh, PA",USA,PA,Mycolicibacterium smegmatis MC2 155,,2013-09-15,,ASM260460v1
GCF_013426485.1,,"Koehl,A.J., Koorndyk,N.D., Lockett,T., Paluch,K.V., Petouhoff,A.M., Riebschleger,D.L., Stalions,G.A., Stephan,M.R., Tucker,A.R., Vorhees,N., Beck,A.M., Bartz,C., Bilisko,A., Bojanowski,S.E., Covert,A., Currier,J.K., Hood,S.A., Johnson,H.K., Stukey,J., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:41:18.350Z,,Mycobacterium phage Soul22,Avanivirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Holland, MI",USA,MI,Mycolicibacterium smegmatis MC2 155,,2019-09-01,,ASM1342648v1
GCF_002744525.1,,"Sandel,M.W., Keener,T., Fast,K.M., Ali,R., Butcher,B.M., Millwood,J.D., Odom,T., Schellhammer,P.K., Ufomadu,E., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:41:00.640Z,,Mycobacterium phage Demsculpinboyz,Avanivirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Livingston, AL",USA,AL,Mycolicibacterium smegmatis MC2 155,,2016-10-01,,ASM274452v1
GCF_003013925.1,,"Blair,B.C., Blankenship,B.C., Crafton,J.E., Gaffney,B.L., Kearns,A.W., King,R.A., Porter,L.R., Rinehart,C.A., Staples,A.K., Thayer,D.C., Tirumala,V., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:40:41.763Z,,Mycobacterium phage MooMoo,,Siphoviridae,dsDNA,RefSeq,,,,"USA: Sandy Hook, KY",USA,KY,Mycolicibacterium smegmatis MC2 155,,2011-10-01,,ASM301392v1
GCF_003867655.1,,"Foster,K.J., Bartholomay,K.L., Lowery,A.C., Guild,N.A., Fillman,C.L., Ball,S.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:40:26.647Z,,Mycobacterium phage Zerg,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Boulder, CO",USA,CO,Mycolicibacterium smegmatis MC2 155,,2013-09-01,,ASM386765v1
GCF_002614045.1,,"Bukstein,J., Cassidy,M., Criswell,C., Gilliland,M.F., Hastings,S., Moore,A., Pristera,M.A., Mehta,S., Breitenberger,C.A., Ball,S.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:40:10.787Z,,Mycobacterium phage WillSterrel,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Columbus, OH",USA,OH,Mycolicibacterium smegmatis MC2 155,,2015-08-01,,ASM261404v1
GCF_003722795.1,,"Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:39:53.520Z,,Mycobacterium phage Whouxphf,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,South Africa: Durban,South Africa,,Mycolicibacterium smegmatis MC2 155,,2014-07-06,,ASM372279v1
GCF_002629605.1,,"Shelton,D.A., Gearner,C.V., Holt,M.O., Rinehart,C.A., Dillingham,M.E., Edds,A.C., Kitchens,C., Gaffney,B.L., King,R.A., Rowland,N.S., Staples,A.K., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:39:36.460Z,,Mycobacterium phage Wachhund,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Cromwell, KY",USA,KY,Mycolicibacterium smegmatis MC2 155,,2016-09-06,,ASM262960v1
GCF_011896915.1,,"Shellooe,L., Bartley,R., Buttafoco,A., Evard,R., Fellin,M., Poisson,J., Schneller,A., Poxleitner,M., Ettinger,W.F., Ettinger,A.-S.H., Anders,K.R., Schaff,J.E., Dashiell,C.L., Macialek,J.A., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:38:43.320Z,,Mycobacterium phage Veteran,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,USA,USA,,Mycolicibacterium smegmatis MC2 155,,2012-09-14,,ASM1189691v1
GCF_009673105.1,,"Ahmedova,M., Chen,B., Pirtle,M., Golebiewska,U.P., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:38:25.227Z,,Mycobacterium phage TDanisky,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Harrisonburg, VA",USA,VA,Mycolicibacterium smegmatis MC2 155,,2015-10-01,,ASM967310v1
GCF_004520575.1,,"Adusei,M., Benson,E.L., Broder,R.E., Bruner,T.L., Chilel,M.S., Colon,E., Giovanelli,J.S., Goodman,D.J., He,Y., Kamiyasu,R.A., Lampon,M.J., Ospina-Giraldo,M.D., Randall,A.N., Tarapata,L.R., Xu,X., Zhang,C., Curtis,N., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:38:10.207Z,,Mycobacterium phage SwagPigglett,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Easton, PA",USA,PA,Mycolicibacterium smegmatis,,2016-10-01,,ASM452057v1
GCF_002614765.1,,"DeLong,Z., DeVault,B., Washington,J.M., Schaff,J.E., Dashiell,C.L., Macialek,J.A., Klyczek,K., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:37:51.940Z,,Mycobacterium phage SuperGrey,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Nyack, NY",USA,NY,Mycolicibacterium smegmatis MC2 155,,2013-10-01,,ASM261476v1
GCF_009686145.1,,"Zack,K.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:37:31.037Z,,Mycobacterium phage StAnnes,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,South Africa: Durban,South Africa,,Mycolicibacterium smegmatis MC2 155,,2018-07-06,,ASM968614v1
GCF_002627365.1,,"Ko,K., Bostrom,V., Baird,M., Mahmoud,A.R., Lee,A.Y., Shaffer,C.D., Weston-Hafer,K.A., Elgin,S.C.R., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2020-11-29T10:37:15.513Z,,Mycobacterium phage Spoonbill,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: St. Louis, MO",USA,MO,Mycolicibacterium smegmatis MC2 155,,2010-09-05,,ASM262736v1
GCF_003442475.1,,"Connors,B.J., Cejas,K., Brizan,C., Clarke,K., Robinson,M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2020-11-29T10:36:53.910Z,,Mycobacterium phage Spikelee,Cheoctovirus,Siphoviridae,dsDNA,RefSeq,,,,"USA: Orangeburg, NY",USA,NY,Mycobacterium,,2017-10-01,,ASM344247v1
