Host,Species,Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Isolation_Source,Collection_Date,BioSample,GenBank_Title,Species_superkingdom,Species_family,Species_genus,Species_species,Species_no rank,Species_clade,Species_kingdom,Species_phylum,Species_class,Species_order,Species_subfamily,Host_no rank,Host_superkingdom,Host_kingdom,Host_phylum,Host_subphylum,Host_clade,Host_class,Host_order,Host_family,Host_subfamily,Host_tribe,Host_subtribe,Host_genus,Host_species,Host_subgenus,Host_section,Host_varietas,Host_superclass,Host_superorder,Host_suborder,Host_infraorder,Host_parvorder,Host_superfamily,Host_infraclass,Host_subclass,Host_subspecies,Host_strain,Host_cohort,Host_species group,Host_serogroup,Host_subsection,Host_subkingdom,Host_forma,Host_subcohort
Abutilon,Abutilon mosaic Bolivia virus,GCF_000890575.1,NA,"Wyant,P.S., Gotthardt,D., Schafer,B., Krenz,B., Jeske,H.",2015-02-22T18:13:47Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Bolivia,Bolivia,NA,NA,2007-11,NA,ViralMultiSegProj62479,Viruses,Geminiviridae,Begomovirus,Abutilon mosaic Bolivia virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Abutilon,,,,,,,,,,,,,,,,,,,,,
Abutilon permolle,Abutilon golden mosaic virus,GCF_002821485.1,NA,"Torres-Herrera,I., Cardenas-Conejo,Y., Ambriz-Granados,S., Mauricio-Castillo,J.A., Moreno-Valenzuela,O., Arguello-Astorga,G.R.",2018-08-25T01:04:52Z,Conkal-2007,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,"Mexico: Yucatan, Suytunchen",Mexico,NA,NA,2007,NA,ASM282148v1,Viruses,Geminiviridae,Begomovirus,Abutilon golden mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Abutilon,Abutilon permolle,,,,,,,,,,,,,,,,,,,,
Acalypha,Croton yellow vein mosaic alphasatellite,GCF_000888115.1,NA,"Zaffalon,V., Mukherjee,S.K., Reddy,V.S., Thompson,J.R., Tepfer,M.",2015-02-22T18:11:07Z,NA,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,1,India:Haryana,India,NA,NA,2007-09,NA,ViralProj45931,Viruses,Alphasatellitidae,Clecrusatellite,Croton yellow vein mosaic alphasatellite,,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalyphoideae,Acalypheae,,Acalypha,,,,,,,,,,,,,,,,,,,,,
Acartia tonsa,Acartia tonsa copepod circovirus,GCF_000905055.1,NA,"Dunlap,D.S., Ng,T.F., Rosario,K., Barbosa,J.G., Greco,A.M., Breitbart,M., Hewson,I., Dunlap,D.",2015-02-22T18:38:38Z,154_D11,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,"USA: Tampa Bay, FL",USA,FL,NA,2010-06-20,NA,ViralProj186432,Viruses,Circoviridae,Circovirus,Acartia tonsa copepod circovirus,unclassified Circovirus,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Crustacea,Opisthokonta,Multicrustacea,Gymnoplea,Acartiidae,,,,Acartia,Acartia tonsa,,,,Multicrustacea,Gymnoplea,,,,,Neocopepoda,Copepoda,,,,,,,,,
Acheta domesticus,Acheta domesticus volvovirus,GCF_000908295.1,NA,"Pham,H.T., Iwao,H., Bergoin,M., Tijssen,P.",2015-02-22T18:41:16Z,AdVVV-Japan,NA,NA,ssDNA,RefSeq,NA,NA,1,Japan,Japan,NA,NA,2013-01-21,NA,ViralProj198480,Viruses,,,Acheta domesticus volvovirus,unclassified viruses,Volvovirus,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Orthoptera,Grylloidea,Gryllinae,,,Acheta,Acheta domesticus,,,,,,Ensifera,Gryllidea,,Grylloidea,Neoptera,Pterygota,,,Polyneoptera,,,,,,
Acholeplasma laidlawii,Acholeplasma virus L51,GCF_000847085.1,NA,"Jaeger,M., Klotz,G.",2015-02-12T16:39:28Z,NA,Plectrovirus,Plectroviridae,ssDNA,RefSeq,NA,NA,NA,NA,NA,NA,NA,NA,NA,ViralProj14573,Viruses,Plectroviridae,Plectrovirus,Plectrovirus L51,,Monodnaviria,Viruses,Hofneiviricota,Faserviricetes,Tubulavirales,,cellular organisms,Bacteria,Bacteria,Tenericutes,,Terrabacteria group,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,,,Acholeplasma,Acholeplasma laidlawii,,,,,,,,,,,,,,,,,,,,
Acmella paniculata,Spilanthes yellow vein virus,GCF_000873265.1,NA,"Ha,C., Coombs,S., Revill,P., Harding,R., Vu,M., Dale,J., Ha,C.V., Revill,P.A., Harding,R.M., Vu,M.T., Dale,J.L.",2015-02-13T08:38:09Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Viet Nam: Dalat,Viet Nam,NA,NA,NA,NA,ViralProj19779,Viruses,Geminiviridae,Begomovirus,Spilanthes yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,,Acmella,Acmella paniculata,,,,,,,,,,,,,,,,,,,,
Aedes aegypti,Dipteran brevihamaparvovirus 1,GCF_000882875.1,NA,"Sivaram,A., Barde,P.V., Kumar,S.R., Yadav,P., Gokhale,M.D., Basu,A., Mourya,D.T., Yadav,P.D.",2015-02-22T18:04:30Z,NA,Brevihamaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,India,India,NA,NA,2007,NA,ViralProj37821,Viruses,Parvoviridae,Brevihamaparvovirus,Dipteran brevihamaparvovirus 1,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Hamaparvovirinae,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Diptera,Culicoidea,Culicinae,Aedini,,Aedes,Aedes aegypti,Stegomyia,,,,,Nematocera,Culicomorpha,,Culicoidea,Neoptera,Pterygota,,,Endopterygota,,,,,,
Aedes vexans,Mosquito circovirus,GCF_000943745.1,NA,"Garigliany,M.M., Borstler,J., Jost,H., Badusche,M., Desmecht,D., Schmidt-Chanasit,J., Cadar,D., Garigliany,M.",2015-03-04T11:05:34Z,NA,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Germany,Germany,NA,NA,2013,NA,ViralProj276254,Viruses,Circoviridae,,Mosquito circovirus,unclassified Circoviridae,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Diptera,Culicoidea,Culicinae,Aedini,,Aedes,Aedes vexans,Aedimorphus,,,,,Nematocera,Culicomorpha,,Culicoidea,Neoptera,Pterygota,,,Endopterygota,,,,,,
Aeropyrum pernix,Aeropyrum coil-shaped virus,GCF_002987785.1,NA,"Mochizuki,T., Krupovic,M., Pehau-Arnaudet,G., Sako,Y., Forterre,P., Prangishvili,D.",2019-06-28T15:04:31Z,NA,Alphaspiravirus,Spiraviridae,ssDNA(+),RefSeq,NA,NA,1,Japan:Kagoshima,Japan,NA,NA,2008-09,NA,ASM298778v1,Viruses,Spiraviridae,Alphaspiravirus,Aeropyrum coil-shaped virus,,,Viruses,,,,,cellular organisms,Archaea,Archaea,Crenarchaeota,,TACK group,Thermoprotei,Desulfurococcales,Desulfurococcaceae,,,,Aeropyrum,Aeropyrum pernix,,,,,,,,,,,,,,,,,,,,
Ageratum,Ageratum yellow vein Hualian virus,GCF_003180935.1,NA,"Tsai,W.S., Green,S.K., Shih,S.L.",2018-08-26T16:17:15Z,A4-4,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Taiwan: Hualian,Taiwan,NA,NA,2000,NA,ASM318093v1,Viruses,Geminiviridae,Begomovirus,Ageratum yellow vein Hualian virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum houstonianum,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum leaf curl virus,GCF_000844985.1,NA,"Huang,J., Zhou,X.",2015-02-12T16:37:39Z,G52,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China:Guangxi,China,NA,NA,NA,NA,ViralProj14492,Viruses,Geminiviridae,Begomovirus,Ageratum leaf curl virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum enation virus,GCF_000859025.1,NA,"Briddon,R.W., Bull,S.E., Markham,P.G.",2015-02-13T08:19:47Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Nepal,Nepal,NA,NA,NA,NA,ViralProj15192,Viruses,Geminiviridae,Begomovirus,Ageratum enation virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow vein Sri Lanka betasatellite,GCF_002987855.1,NA,"Bull,S.E., Tsai,W.S., Briddon,R.W., Markham,P.G., Stanley,J., Green,S.K.",2019-06-28T15:04:40Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Sri Lanka,Sri Lanka,NA,plant leaf,NA,NA,ASM298785v1,Viruses,Tolecusatellitidae,Betasatellite,Ageratum yellow vein Sri Lanka betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow vein virus,GCF_000845825.1,NA,"Xiong,Q., Fan,S., Wu,J., Zhou,X.",2015-02-12T16:38:14Z,Hn2,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,China:Hainan province,China,NA,NA,NA,NA,ViralProj14490,Viruses,Geminiviridae,Begomovirus,Ageratum yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow leaf curl betasatellite,GCF_000846445.1,NA,"Briddon,R.W., Bull,S.E., Amin,I., Idris,A.M., Mansoor,S., Bedford,I.D., Dhawan,P., Rishi,N., Siwatch,S.S., Abdel-Salam,A.M., Brown,J.K., Zafar,Y., Markham,P.G.",2015-02-12T16:38:44Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Pakistan,Pakistan,NA,NA,NA,NA,ViralProj14439,Viruses,Tolecusatellitidae,Betasatellite,Ageratum yellow leaf curl betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Papaya leaf curl China virus,GCF_000846865.1,NA,"Wang,X., Xie,Y., Zhou,X.",2015-02-12T16:39:14Z,G8,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,China:Guangxi,China,NA,NA,NA,NA,ViralProj14536,Viruses,Geminiviridae,Begomovirus,Papaya leaf curl China virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum leaf curl Cameroon betasatellite,GCF_000884735.1,NA,"Leke,W.N., Bessem,E.N., NJualem,D.K., Titanji,V.P., Brown,J.K., Kvarnheden,A.",2015-02-22T18:06:02Z,AGLI4B1,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,Cameroon:Buea,Cameroon,NA,NA,NA,NA,ViralProj36669,Viruses,Tolecusatellitidae,Betasatellite,Ageratum leaf curl Cameroon betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Nanovirus-like particle,GCF_003033985.1,NA,"Saunders,K., Stanley,J.",2018-08-26T16:34:54Z,NA,NA,Alphasatellitidae,ssDNA,RefSeq,NA,NA,1,Singapore,Singapore,NA,NA,NA,NA,ASM303398v1,Viruses,Alphasatellitidae,,Nanovirus-like particle,unclassified Begomovirus-associated alphasatellites,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow vein Taiwan virus,GCF_000840465.1,NA,"Shih,S.L., Green,S.K.",2015-02-12T16:34:10Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Taiwan: Tainan,Taiwan,NA,NA,NA,NA,ViralProj14249,Viruses,Geminiviridae,Begomovirus,Ageratum yellow vein Taiwan virus,unclassified Begomovirus,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow vein betasatellite,GCF_000844745.1,NA,"Saunders,K., Bedford,I.D., Briddon,R.W., Markham,P.G., Wong,S.M., Stanley,J.",2015-02-12T16:37:27Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Singapore,Singapore,NA,NA,NA,NA,ViralProj14444,Viruses,Tolecusatellitidae,Betasatellite,Ageratum yellow vein betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow vein Singapore alphasatellite,GCF_000842005.1,NA,"Saunders,K., Bedford,I.D., Stanley,J.",2015-02-12T16:35:30Z,NA,Ageyesisatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,1,Singapore,Singapore,NA,NA,NA,NA,ViralProj14232,Viruses,Alphasatellitidae,Ageyesisatellite,Ageratum yellow vein Singapore alphasatellite,,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow vein China betasatellite,GCF_000866525.1,NA,"Huang,J.F., Zhou,X.P., Jiang,T., Guo,X.J.",2015-02-13T08:27:24Z,G66,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,China:Guangxi,China,NA,NA,NA,NA,ViralProj15515,Viruses,Tolecusatellitidae,Betasatellite,Ageratum yellow vein China betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum leaf curl Sichuan virus,GCF_013088045.1,NA,"Li,P., Qing,L.",2021-06-01T16:32:34Z,SC770,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China: Sichuan,China,NA,NA,2016-11-30,NA,ASM1308804v1,Viruses,Geminiviridae,Begomovirus,Ageratum leaf curl Sichuan virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Ageratum yellow vein India betasatellite,GCF_002987825.1,NA,"Pravin Kumar,P., Kaza,L.N., Jose,J., Usha,R.",2019-06-28T15:04:35Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,India:Madurai,India,NA,plant leaf,NA,NA,ASM298782v1,Viruses,Tolecusatellitidae,Betasatellite,Ageratum yellow vein India betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Eupatorieae,,Ageratum,Ageratum conyzoides,,,,,,,,,,,,,,,,,,,,
Ailurus fulgens,Amdoparvovirus sp.,GCF_002374935.1,NA,"Li,L., Pesavento,P., Delwart,E.",2017-09-27T15:45:09Z,amdo-CA1,Amdoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,animal tissues,2015-06-01,NA,ASM237493v1,Viruses,Parvoviridae,Amdoparvovirus,Amdoparvovirus sp.,unclassified Amdoparvovirus,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Ailuridae,,,,Ailurus,Ailurus fulgens,,,,Sarcopterygii,Laurasiatheria,Caniformia,,,,,,,,,,,,,,
Ailurus fulgens,Torque teno ursid virus 1,GCF_004129915.1,NA,"Guo,L., Zhang,W.",2019-02-12T13:36:38Z,chengdu-1,Thetatorquevirus,Anelloviridae,ssDNA(-),RefSeq,NA,NA,NA,China,China,NA,NA,NA,NA,ASM412991v1,Viruses,Anelloviridae,Thetatorquevirus,Torque teno ursid virus 1,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Ailuridae,,,,Ailurus,Ailurus fulgens,,,,Sarcopterygii,Laurasiatheria,Caniformia,,,,,,,,,,,,,,
Aiptasia,Aiptasia sp. sea anemone associated circular virus,GCF_001274085.1,NA,"Rosario,K., Schenck,R.O., Harbeitner,R.C., Lawler,S.N., Breitbart,M.",2015-08-26T01:03:03Z,I0007C2,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj293720,Viruses,Circoviridae,,Aiptasia sp. sea anemone associated circular virus,unclassified Circoviridae,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Cnidaria,,Opisthokonta,Anthozoa,Actiniaria,Aiptasiidae,,,,Aiptasia,,,,,,,,,,,,Hexacorallia,,,,,,,,,
Akodon montensis,Torque teno rodent virus 2,GCF_004131325.1,NA,NA,2019-02-12T14:06:05Z,2,Wawtorquevirus,Anelloviridae,ssDNA(-),RefSeq,NA,NA,NA,"Brazil: Ribeirao Preto, Sao Paulo",Brazil,NA,blood,2013,NA,ASM413132v1,Viruses,Anelloviridae,Wawtorquevirus,Torque teno rodent virus 2,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Cricetidae,Sigmodontinae,,,Akodon,Akodon montensis,,,,Sarcopterygii,Euarchontoglires,Myomorpha,,,,,,,,,,,,,,
Akodon montensis,Torque teno rodent virus 3,GCF_004131445.1,NA,NA,2019-02-12T14:29:34Z,15,Wawtorquevirus,Anelloviridae,ssDNA(-),RefSeq,NA,NA,NA,"Brazil: Ribeirao Preto, Sao Paulo",Brazil,NA,blood,2013,NA,ASM413144v1,Viruses,Anelloviridae,Wawtorquevirus,Torque teno rodent virus 3,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Cricetidae,Sigmodontinae,,,Akodon,Akodon montensis,,,,Sarcopterygii,Euarchontoglires,Myomorpha,,,,,,,,,,,,,,
Alcea,Hollyhock yellow vein mosaic virus,GCF_001019895.1,NA,"Khan,A., Tahir,M.",2015-06-04T01:00:43Z,3AK,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan,Pakistan,NA,plant leaf,2014-03-12,NA,ViralProj285601,Viruses,Geminiviridae,Begomovirus,Hollyhock yellow vein mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,,,,,,,,,,,,,,,,,,,,,
Alcea rosea,Hollyhock yellow vein virus,GCF_013088155.1,NA,NA,2021-06-01T16:33:38Z,New Delhi,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India,India,NA,NA,2016-02-01,NA,ASM1308815v1,Viruses,Geminiviridae,Begomovirus,Hollyhock yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,Alcea rosea,,,,,,,,,,,,,,,,,,,,
Alcea rosea,Hollyhock leaf curl virus,GCF_002986605.1,NA,"Zia Ur Rehman,M., Haider,M.S., Zia ur Rehman,M.",2018-08-26T16:14:40Z,[Pakistan:20-4:06] Faisalabad3,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan:Faisalabad,Pakistan,NA,plant leaf,2006,NA,ASM298660v1,Viruses,Geminiviridae,Begomovirus,Hollyhock leaf curl virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,Alcea rosea,,,,,,,,,,,,,,,,,,,,
Alcea rosea,Hollyhock leaf crumple virus,GCF_000842745.1,NA,"Idris,A.M., Hussein,M.H., Abdel-Salam,A.M., Brown,J.K.",2015-02-12T16:35:57Z,Cairo,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Egypt: Cairo,Egypt,NA,NA,NA,NA,ViralProj14206,Viruses,Geminiviridae,Begomovirus,Hollyhock leaf crumple virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,Alcea rosea,,,,,,,,,,,,,,,,,,,,
Alcea rosea,Hollyhock yellow vein virus associated symptomless alphasatellite,GCF_003034075.1,NA,"Zia Ur Rehman,M., Haider,M.S., Zia ur Rehman,M.",2018-08-26T16:35:20Z,[Pakistan:17-5:06] Lahore2,NA,Alphasatellitidae,ssDNA,RefSeq,NA,NA,NA,Pakistan:Lahore,Pakistan,NA,plant leaf,2006,NA,ASM303407v1,Viruses,Alphasatellitidae,,Hollyhock yellow vein virus associated symptomless alphasatellite,unclassified Begomovirus-associated alphasatellites,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,Alcea rosea,,,,,,,,,,,,,,,,,,,,
Alcea rosea,Sida leaf curl alphasatellite,GCF_003034085.1,NA,"Zia Ur Rehman,M., Haider,M.S., Zia ur Rehman,M.",2018-08-24T23:26:05Z,[Pakistan:17-5:06] Lahore4,Colecusatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,NA,Pakistan:Lahore,Pakistan,NA,plant leaf,2006,NA,ASM303408v1,Viruses,Alphasatellitidae,Colecusatellite,Sida leaf curl alphasatellite 2,Sida leaf curl alphasatellite,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,Alcea rosea,,,,,,,,,,,,,,,,,,,,
Alcea rosea,Hollyhock yellow vein mosaic virus,GCF_000896675.1,NA,"Zia Ur Rehman,M., Haider,M.S., Zia ur Rehman,M.",2015-02-22T18:22:17Z,[Pakistan:17-5:06] Lahore10,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan:Lahore,Pakistan,NA,plant leaf,2006,NA,ViralProj81151,Viruses,Geminiviridae,Begomovirus,Hollyhock yellow vein mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,Alcea rosea,,,,,,,,,,,,,,,,,,,,
Alcea rosea,Kenaf leaf curl betasatellite,GCF_001020035.1,NA,"Zia Ur Rehman,M., Haider,M.S., Zia ur Rehman,M.",2015-06-04T01:01:11Z,[Pakistan:20-4:06] Faisalabad1,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,Pakistan:Faisalabad,Pakistan,NA,plant leaf,2006,NA,ViralProj285590,Viruses,Tolecusatellitidae,Betasatellite,Kenaf leaf curl betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Alcea,Alcea rosea,,,,,,,,,,,,,,,,,,,,
